imdb_id,title,genre,imdb_rating,year,content_type
tt0120815,Saving Private Ryan,Psychological Drama,8.6,1998,movie
tt0120815,Saving Private Ryan,Tragedy,8.6,1998,movie
tt0120815,Saving Private Ryan,War Epic,8.6,1998,movie
tt0120815,Saving Private Ryan,Drama,8.6,1998,movie
tt0120815,Saving Private Ryan,War,8.6,1998,movie
tt0120815,Saving Private Ryan,Action sequences,8.6,1998,movie
tt0120815,Saving Private Ryan,Cinematography,8.6,1998,movie
tt0120815,Saving Private Ryan,Direction,8.6,1998,movie
tt0120815,Saving Private Ryan,Emotional weight,8.6,1998,movie
tt0120815,Saving Private Ryan,Iconic opening,8.6,1998,movie
tt0120815,Saving Private Ryan,Performance,8.6,1998,movie
tt0120815,Saving Private Ryan,Realism,8.6,1998,movie
tt0120815,Saving Private Ryan,Sound design,8.6,1998,movie
tt0120815,Saving Private Ryan,Technical achievement,8.6,1998,movie
tt0120815,Saving Private Ryan,Historical accuracy,8.6,1998,movie
tt0120689,The Green Mile,Period Drama,8.6,1999,movie
tt0120689,The Green Mile,Prison Drama,8.6,1999,movie
tt0120689,The Green Mile,Supernatural Fantasy,8.6,1999,movie
tt0120689,The Green Mile,Tragedy,8.6,1999,movie
tt0120689,The Green Mile,Crime,8.6,1999,movie
tt0120689,The Green Mile,Drama,8.6,1999,movie
tt0120689,The Green Mile,Fantasy,8.6,1999,movie
tt0120689,The Green Mile,Mystery,8.6,1999,movie
tt0120689,The Green Mile,Dramatic tension,8.6,1999,movie
tt0120689,The Green Mile,Emotional weight,8.6,1999,movie
tt0120689,The Green Mile,Faith,8.6,1999,movie
tt0120689,The Green Mile,Friendship,8.6,1999,movie
tt0120689,The Green Mile,Thought-provoking,8.6,1999,movie
tt0120689,The Green Mile,Adaptation,8.6,1999,movie
tt0120689,The Green Mile,Social commentary,8.6,1999,movie
tt0120689,The Green Mile,Supernatural themes,8.6,1999,movie
tt0903747,Breaking Bad,Dark Comedy,9.5,2008,tv_show
